epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,73,0.0271267361111111,0.0131968713502697,9.626072591779151e-09,0.1061259096459096,0
1,19,0.0972222222222222,0.1757228340864307,1.5467282310688903e-09,0.0519126739926739,0
2,2,0.0625,0.0,2.9387964693739647e-10,0.008101978021978,0
3,0,0.0,0.0,2.301299918115394e-10,0.0072017582417582,0
4,0,0.0,0.0,1.6137833557705352e-10,0.0049011965811965,0
5,2,0.80078125,0.0,4.864298483131472e-10,0.0138033699633699,0
6,8,0.2159598214285714,0.193796733069486,5.027822293447291e-10,0.0103025152625152,0
7,14,0.1313100961538461,0.2614496969393505,1.0099426009925664e-09,0.0172042002442002,0
8,18,0.0953584558823529,0.097182294946232,7.014104874910735e-10,0.0210051282051282,0
9,8,0.2578125,0.2813429905794958,5.659227069841195e-10,0.021205177045177,0
10,40,0.048076923076923,0.039670290059049,2.526546704042125e-09,0.0633154578754578,0
11,49,0.0331217447916666,0.0271101158937417,4.404163924911406e-09,0.0576140659340659,0
12,52,0.0379901960784313,0.0487895278294368,3.7371211369437105e-09,0.0496121123321123,0
13,5,0.197265625,0.1325105713279958,4.0490453893040876e-10,0.0091022222222222,0
14,4,0.3736979166666667,0.405075592814597,4.734339033388942e-10,0.0092022466422466,0
15,1,0.0,0.0,4.1679099315460333e-10,0.0108026373626373,0
16,3,0.248046875,0.201171875,3.386641977358552e-10,0.0094022954822954,0
17,1,0.0,0.0,3.1653655325816487e-10,0.0055013431013431,0
18,3,0.416015625,0.169921875,5.487680038046336e-10,0.0133032478632478,0
19,2,0.56640625,0.0,4.794363393779602e-10,0.0128031257631257,0
20,4,0.10546875,0.0417073369219973,7.390903391819142e-10,0.0085020757020757,0
21,4,0.3359375,0.2242609389751144,5.958260928398864e-10,0.0136033211233211,0
22,57,0.0281808035714285,0.0160162083019711,3.008867053149333e-09,0.0783191208791208,0
23,64,0.0306919642857142,0.0249962905588428,4.180913599790947e-09,0.0667162881562881,0
24,84,0.0231551204819277,0.0138775161259443,6.779505719529757e-09,0.0807197069597069,0
25,78,0.0256189123376623,0.0105998868116633,6.663525523621676e-09,0.0805196581196581,0
26,17,0.11669921875,0.1656641212180838,9.414154571263087e-10,0.0297072527472527,0
27,16,0.0841145833333333,0.0757700628913263,2.274598263553448e-09,0.0336082051282051,0
28,34,0.0578835227272727,0.0717927012659503,2.594527903171733e-09,0.0786191941391941,0
29,35,0.0575597426470588,0.0655992050878657,2.7744239541915823e-09,0.0488119169719169,0
30,77,0.026110197368421,0.0144529933970575,7.499349632707291e-09,0.084320586080586,0
31,80,0.0250692246835443,0.0119004179905844,1.1633882098443968e-08,0.1047255677655677,0
32,77,0.0256476151315789,0.0126788627979566,9.7303382504862e-09,0.094323028083028,0
33,37,0.0540364583333333,0.0502990258117674,3.079684799592365e-09,0.0644157264957265,0
34,17,0.098876953125,0.0619900883473657,9.024108438027851e-10,0.0287070085470085,0
35,6,0.30625,0.1925206715767816,4.884156711323033e-10,0.0135032967032967,0
36,12,0.1686789772727272,0.1764060721428511,6.07418136242827e-10,0.021205177045177,0
37,13,0.1461588541666666,0.1502464671411631,7.460892221437665e-10,0.0220053724053724,0
38,23,0.0802556818181818,0.0679622930817315,7.461050116956709e-10,0.0201049084249084,0
39,3,0.19921875,0.09765625,3.4291144160792735e-10,0.0120029304029304,0
