epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,0,0.0,0.0,3.1040228934001824e-11,0.0034008302808302,0
1,0,0.0,0.0,7.31088644092307e-11,0.0049011965811965,0
2,0,0.0,0.0,1.5969010326983082e-10,0.0051012454212454,0
3,0,0.0,0.0,4.627183713722175e-11,0.0047011477411477,0
4,0,0.0,0.0,4.0001348282025936e-10,0.0138033699633699,0
5,0,0.0,0.0,5.3946000792383576e-11,0.0048011721611721,0
6,0,0.0,0.0,2.3689426426663142e-11,0.002400586080586,0
7,0,0.0,0.0,4.308008867446825e-11,0.002400586080586,0
8,0,0.0,0.0,3.7791991111588175e-11,0.0026006349206349,0
9,0,0.0,0.0,6.279176224374255e-11,0.0029007081807081,0
10,0,0.0,0.0,8.285064405857673e-11,0.0029007081807081,0
11,0,0.0,0.0,4.6498098335323596e-11,0.0033008058608058,0
12,0,0.0,0.0,6.486535384343306e-11,0.0039009523809523,0
13,0,0.0,0.0,8.707574074446785e-11,0.0027006593406593,0
14,0,0.0,0.0,2.686853474542348e-11,0.0037009035409035,0
15,0,0.0,0.0,1.0991245333192447e-10,0.0059014407814407,0
16,1,0.0,0.0,1.483464531097887e-10,0.0088021489621489,0
17,0,0.0,0.0,1.8443843774086443e-10,0.0066016117216117,0
18,0,0.0,0.0,1.0222230736339023e-10,0.00430105006105,0
19,2,0.51953125,0.0,1.3815443799561243e-10,0.0094022954822954,0
20,0,0.0,0.0,5.4955490852926736e-11,0.0090021978021978,0
21,0,0.0,0.0,9.055303416567151e-11,0.0046011233211233,0
22,1,0.0,0.0,1.8876589426039972e-10,0.0064015628815628,0
23,0,0.0,0.0,8.377502323387167e-11,0.0025006105006105,0
24,0,0.0,0.0,7.279995920678154e-11,0.0036008791208791,0
25,0,0.0,0.0,8.736520906850577e-11,0.0076018559218559,0
26,0,0.0,0.0,8.773808254262693e-11,0.0064015628815628,0
27,2,0.01171875,0.0,1.2017038995633318e-10,0.0082020024420024,0
28,0,0.0,0.0,1.1106165177965771e-10,0.0107026129426129,0
29,1,0.0,0.0,1.6626188796661551e-10,0.014303492063492,0
30,0,0.0,0.0,1.61124489106403e-10,0.0073017826617826,0
31,1,0.0,0.0,1.256569957248185e-10,0.0192046886446886,0
32,0,0.0,0.0,8.546330620649529e-11,0.0051012454212454,0
33,0,0.0,0.0,1.1698065471531588e-10,0.0067016361416361,0
34,2,0.87109375,0.0,2.7063783185721136e-10,0.0106025885225885,0
35,0,0.0,0.0,1.7413027656273992e-10,0.0078019047619047,0
36,11,0.05390625,0.025423656398864,3.734803617644735e-10,0.0227055433455433,0
37,1,0.0,0.0,8.796356337708214e-11,0.0076018559218559,0
38,0,0.0,0.0,7.536057867015969e-11,0.0046011233211233,0
39,1,0.0,0.0,7.491061866204951e-11,0.0118028815628815,0
40,0,0.0,0.0,5.395016758484021e-11,0.0030007326007326,0
41,1,0.0,0.0,8.812646195887953e-11,0.0086021001221001,0
42,0,0.0,0.0,7.344045606408242e-11,0.0051012454212454,0
43,0,0.0,0.0,5.567321517556178e-11,0.0065015873015873,0
44,0,0.0,0.0,1.0054858341402523e-10,0.010002442002442,0
45,0,0.0,0.0,1.1106570559409384e-10,0.0087021245421245,0
46,0,0.0,0.0,7.440011175273308e-11,0.0040009768009768,0
47,1,0.0,0.0,1.3417556176398894e-10,0.0101024664224664,0
48,0,0.0,0.0,7.186251825817989e-11,0.00430105006105,0
49,4,0.0325520833333333,0.0048719497223619,3.3065752404265446e-10,0.0055013431013431,0
50,0,0.0,0.0,6.558329771613883e-11,0.0041010012210012,0
51,0,0.0,0.0,1.0284677997733171e-10,0.0055013431013431,0
52,0,0.0,0.0,6.186174173811536e-11,0.0065015873015873,0
53,1,0.0,0.0,9.083582805108674e-11,0.0090021978021978,0
54,0,0.0,0.0,3.688213834733981e-11,0.0025006105006105,0
55,0,0.0,0.0,1.0472418582680716e-10,0.0040009768009768,0
56,0,0.0,0.0,9.071174382529694e-11,0.0035008547008547,0
57,0,0.0,0.0,6.86402034172753e-11,0.0034008302808302,0
58,0,0.0,0.0,1.1047028521988456e-10,0.00430105006105,0
59,0,0.0,0.0,6.519738168662161e-11,0.0042010256410256,0
60,0,0.0,0.0,8.961030829162696e-11,0.0034008302808302,0
