epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,0,0.0,0.0,1.4813110069663411e-10,0.0144035164835164,0
1,2,0.0234375,0.0,1.9101550270420463e-10,0.0103025152625152,0
2,0,0.0,0.0,1.4027260641271628e-10,0.0117028571428571,0
3,0,0.0,0.0,2.1453102334512587e-10,0.0104025396825396,0
4,0,0.0,0.0,4.068943794576234e-10,0.0122029792429792,0
5,0,0.0,0.0,2.1199428184461375e-10,0.0101024664224664,0
6,1,0.0,0.0,2.4708916381449573e-10,0.0132032234432234,0
7,0,0.0,0.0,2.3526113436827716e-10,0.0101024664224664,0
8,5,0.169921875,0.1726390156839644,5.677855864225482e-10,0.0107026129426129,0
9,0,0.0,0.0,4.1962876633778644e-10,0.0160039072039072,0
10,10,0.1879340277777778,0.2072190615333687,5.770157491826447e-10,0.0225054945054945,0
11,1,0.0,0.0,2.9637066087529686e-10,0.0157038339438339,0
12,1,0.0,0.0,3.0083428036867825e-10,0.0123030036630036,0
13,1,0.0,0.0,2.9904780202542327e-10,0.0140034188034188,0
14,4,0.12109375,0.0909409900533032,5.568449865153162e-10,0.016203956043956,0
15,1,0.0,0.0,3.1834230075988313e-10,0.0135032967032967,0
16,0,0.0,0.0,1.9740962538724667e-10,0.033108083028083,0
17,3,0.408203125,0.365234375,3.1429515260931234e-10,0.0299073015873015,0
18,9,0.1435546875,0.1463638827355765,4.932643645612967e-10,0.0552134798534798,0
19,40,0.0300480769230769,0.026920572800212,2.9058522562199877e-09,0.0772188522588522,0
20,1,0.0,0.0,3.7771825059056045e-10,0.0198048351648351,0
21,4,0.2604166666666667,0.2627047915601856,3.9269515334075766e-10,0.0205050061050061,0
22,0,0.0,0.0,2.778483110042176e-10,0.015003663003663,0
23,18,0.1151194852941176,0.1480628353030859,1.4035516352881276e-09,0.0555135531135531,0
24,38,0.0513091216216216,0.1026777473181497,3.4079121600083713e-09,0.0953232722832722,0
25,3,0.5078125,0.27734375,5.321869995190165e-10,0.0235057387057387,0
26,0,0.0,0.0,1.5498464558818268e-10,0.0087021245421245,0
27,4,0.5221354166666666,0.6971996666787886,4.542965378130213e-10,0.0146035653235653,0
28,61,0.0309895833333333,0.0389834269117624,4.911230662239418e-09,0.0661161416361416,0
29,33,0.0517578125,0.0508094122630022,2.5370409173079156e-09,0.0799195115995115,0
