epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,1,0.0,0.0,4.747238188229487e-10,0.011402783882783882,0
1,4,0.033854166666666664,0.031304206458779446,4.497584087327677e-10,0.004601123321123321,0
2,2,0.2109375,0.0,3.44286228044527e-10,0.005701391941391942,0
3,5,0.0673828125,0.06722694835740514,7.041424352107158e-10,0.005301294261294262,0
4,2,0.015625,0.0,3.323697170079954e-10,0.00440107448107448,0
5,0,0.0,0.0,3.614461782959951e-10,0.003500854700854701,0
6,4,0.04296875,0.024910320924100247,1.0955410254173989e-09,0.006601611721611722,0
7,1,0.0,0.0,4.091264897025542e-10,0.00610148962148962,0
8,0,0.0,0.0,2.2271305872639434e-10,0.004501098901098901,0
9,0,0.0,0.0,2.786421295178163e-10,0.004101001221001221,0
10,4,0.203125,0.18930876695174914,7.121247865996605e-10,0.005501343101343099,0
11,2,1.55859375,0.0,5.471145081621844e-10,0.006701636141636141,0
12,2,0.08203125,0.0,9.314408187118808e-10,0.00740180708180708,0
13,7,0.2506510416666667,0.24300953262811253,6.531498965121331e-10,0.007201758241758241,0
14,2,1.80078125,0.0,5.489463087448435e-10,0.0047011477411477405,0
15,0,0.0,0.0,4.5679973707102825e-10,0.004701147741147741,0
16,0,0.0,0.0,3.0339416722200603e-10,0.003900952380952381,0
17,3,0.416015625,0.056640625,1.4769920418515312e-09,0.006701636141636144,0
18,2,0.1171875,0.0,1.1425263100185833e-09,0.008001953601953602,0
19,2,0.27734375,0.0,4.5319750393582805e-10,0.00440107448107448,0
20,3,0.048828125,0.037109375,6.595696756883227e-10,0.005901440781440782,0
21,5,0.3916015625,0.4450415071138862,1.5499113128362782e-09,0.006601611721611722,0
22,3,0.0546875,0.046875,7.474423354359824e-10,0.004501098901098901,0
23,1,0.0,0.0,5.266342253192642e-10,0.0040009768009768,0
24,2,0.078125,0.0,3.869144098782949e-10,0.004501098901098901,0
25,3,0.4140625,0.0859375,5.896401991310988e-10,0.004401074481074481,0
26,2,0.0078125,0.0,5.667889135437211e-10,0.004801172161172162,0
27,2,0.046875,0.0,4.521434516168948e-10,0.0060014652014652005,0
28,8,0.17689732142857142,0.27191632265721655,9.353868212513472e-10,0.007501831501831501,0
29,1,0.0,0.0,8.506692765521175e-10,0.005001221001221001,0
30,2,0.02734375,0.0,3.939861491043382e-10,0.004901196581196582,0
31,5,0.2880859375,0.4029725725481503,9.056269291288177e-10,0.005301294261294262,0
32,14,0.14483173076923078,0.21257522584581362,6.473112674796797e-09,0.011802881562881564,0
33,4,0.08463541666666667,0.041625956674858806,1.2142191830435875e-09,0.0056013675213675215,0
34,3,0.0234375,0.01171875,4.049000634866591e-10,0.0056013675213675215,0
35,0,0.0,0.0,2.2199643157175207e-10,0.0039009523809523804,0
36,2,0.87109375,0.0,4.920406611855787e-10,0.006301538461538462,0
37,1,0.0,0.0,2.736190312197638e-10,0.0040009768009768,0
38,1,0.0,0.0,5.140985364943698e-10,0.004701147741147741,0
39,6,0.3375,0.6360574595088678,5.998968236963314e-10,0.006401562881562881,0
40,2,0.2578125,0.0,5.024977576774737e-10,0.00420102564102564,0
41,2,0.55078125,0.0,4.698313929998911e-10,0.005001221001221,0
42,1,0.0,0.0,5.387498624463481e-10,0.003900952380952381,0
43,0,0.0,0.0,4.2169144449364226e-10,0.00430105006105006,0
44,0,0.0,0.0,1.470273217425804e-10,0.003700903540903541,0
45,0,0.0,0.0,2.9962788534217103e-10,0.0047011477411477405,0
