epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,1,0.0,0.0,3.774728763067247e-10,0.00320078144078144,0
1,0,0.0,0.0,1.6648097273097273e-10,0.0034008302808302814,0
2,0,0.0,0.0,1.3117099225730177e-10,0.0030007326007326007,0
3,1,0.0,0.0,5.606751691129553e-10,0.0045010989010989015,0
4,3,0.203125,0.07421875,9.38987302644869e-10,0.005201269841269842,0
5,0,0.0,0.0,3.589218230301105e-10,0.003500854700854701,0
6,0,0.0,0.0,1.5489026118747956e-10,0.0032007814407814406,0
7,0,0.0,0.0,3.7303360474148014e-10,0.003700903540903541,0
8,0,0.0,0.0,2.710148039875604e-10,0.0043010500610500615,0
9,1,0.0,0.0,2.509169971681418e-10,0.00330080586080586,0
10,1,0.0,0.0,3.9174968571145304e-10,0.00420102564102564,0
11,0,0.0,0.0,1.806461470395193e-10,0.0038009279609279613,0
12,3,0.376953125,0.361328125,4.851740871329355e-10,0.0036008791208791205,0
13,0,0.0,0.0,2.533019957928383e-10,0.003200781440781441,0
14,0,0.0,0.0,4.250532021651527e-10,0.002900708180708182,0
15,5,0.0185546875,0.010101641047645118,2.629375044725319e-10,0.0030007326007326007,0
16,0,0.0,0.0,2.5489549457398014e-09,0.004501098901098899,0
17,7,0.17317708333333334,0.24257221907509086,2.5687526462480674e-09,0.0038009279609279604,0
18,2,0.0078125,0.0,2.847971551854908e-10,0.004601123321123321,0
19,1,0.0,0.0,4.817074183045451e-10,0.003400830280830281,0
20,5,0.416015625,0.6018319455411354,4.271071467123722e-09,0.009202246642246642,0
21,0,0.0,0.0,7.241827938714383e-10,0.006301538461538461,0
22,2,0.23828125,0.0,3.8334412098720707e-10,0.005801416361416361,0
23,1,0.0,0.0,4.596871541940795e-10,0.003500854700854702,0
24,3,0.21484375,0.11328125,9.01493196137484e-10,0.004101001221001221,0
25,7,0.13802083333333334,0.14793408788253937,1.3325139229686504e-09,0.0045010989010989015,0
26,0,0.0,0.0,4.692284374576041e-10,0.004701147741147741,0
27,0,0.0,0.0,1.254142216243006e-09,0.003500854700854701,0
28,8,0.18191964285714285,0.16567365176367585,1.5457576584422394e-09,0.007801904761904762,0
29,4,0.10416666666666667,0.054996646046726244,1.2450598811461906e-09,0.006101489621489622,0
