epoch,spike_count,isi_mean,isi_std,v_var,dvdt_max,label
0,5,0.357421875,0.1448081174145311,1.9949621935942904e-09,0.0159038827838827,0
1,3,0.3828125,0.32421875,3.993175898694728e-09,0.0056013675213675,0
2,6,0.3734375,0.1872817740481571,3.5809844241978502e-09,0.0044010744810744,0
3,6,0.10703125,0.1370553891224274,1.6296473683435674e-09,0.0079019291819291,0
4,12,0.1576704545454545,0.249740592106722,3.1475290233546293e-09,0.02240547008547,0
5,9,0.12841796875,0.1233168773154549,3.38317350495836e-09,0.0130031746031746,0
6,5,0.3046875,0.1829485004272889,2.4672468885853157e-09,0.0090021978021978,0
7,13,0.1409505208333333,0.1694119378821762,6.369955540703022e-09,0.0106025885225885,0
8,2,0.0234375,0.0,2.196695246145795e-09,0.0137033455433455,0
9,2,0.21875,0.0,3.468512051400386e-09,0.0084020512820512,0
10,8,0.2572544642857143,0.2403754628114343,1.4989557290152524e-09,0.006201514041514,0
11,7,0.0989583333333333,0.0897776779996781,7.554578581035197e-10,0.0075018315018315,0
12,4,0.2994791666666667,0.1906296248300542,1.6766560848191453e-09,0.0052012698412698,0
13,2,0.7421875,0.0,2.360162710712161e-09,0.0067016361416361,0
14,6,0.36328125,0.3190906574255191,1.1157487109324334e-08,0.0065015873015873,0
15,5,0.1923828125,0.1381447673479001,1.2918047275547844e-09,0.0053012942612942,0
16,2,0.015625,0.0,3.363809626072103e-10,0.0049011965811965,0
17,2,0.015625,0.0,3.427331209439726e-10,0.0057013919413919,0
18,2,0.38671875,0.0,8.712881246077216e-10,0.00430105006105,0
19,3,0.41015625,0.2265625,1.3872746379671742e-09,0.0025006105006105,0
20,6,0.33359375,0.12023638014085,1.7011261835437659e-09,0.0057013919413919,0
21,7,0.3151041666666667,0.2114272221571698,1.9067398721144714e-09,0.0053012942612942,0
22,2,0.421875,0.0,1.8799334543153223e-09,0.0099024175824175,0
23,3,0.740234375,0.009765625,4.3899123160112166e-09,0.0052012698412698,0
24,3,0.37109375,0.07421875,8.833625445575993e-10,0.019304713064713,0
25,42,0.0464939024390243,0.0544816252114931,2.28482332007973e-09,0.0379092551892552,0
26,13,0.146484375,0.1222069547731301,2.7988269946374342e-09,0.0186045421245421,0
27,9,0.17431640625,0.1695503470216764,2.308853293125271e-09,0.0145035409035409,0
28,4,0.2356770833333333,0.2634201795083706,2.282821945311929e-09,0.0088021489621489,0
29,7,0.2506510416666667,0.1776723602126969,2.0622487159174427e-09,0.0082020024420024,0
30,20,0.065172697368421,0.0720951451029242,1.9253597587059692e-09,0.0266064957264957,0
31,19,0.0909288194444444,0.1332700296524099,3.125259956601531e-09,0.0235057387057387,0
32,8,0.2282366071428571,0.2284391292796248,2.6845902988359487e-09,0.0136033211233211,0
33,13,0.1158854166666666,0.127151620997226,3.539649831963248e-09,0.0203049572649572,0
34,10,0.1957465277777778,0.2305124755811146,2.046159203292044e-09,0.0170041514041514,0
35,11,0.185546875,0.270887946466829,4.122972964080163e-09,0.0117028571428571,0
36,5,0.3095703125,0.1954369720559206,5.475831969560506e-09,0.0108026373626373,0
37,11,0.137890625,0.1704132621941163,3.83676929019334e-09,0.0095023199023199,0
38,9,0.16064453125,0.1385953450245555,3.472390976443174e-09,0.0154037606837606,0
39,9,0.17919921875,0.0976257276520127,3.547640252545243e-09,0.0196047863247863,0
40,11,0.189453125,0.2964081959115092,2.050221686170633e-09,0.0096023443223443,0
41,6,0.3859375,0.2951988041716548,2.992905683223048e-09,0.0099024175824175,0
42,8,0.1411830357142857,0.0908553437005996,2.390931339902551e-09,0.0111027106227106,0
43,8,0.2628348214285714,0.260459844422209,1.695706573741429e-09,0.0107026129426129,0
44,7,0.2233072916666666,0.2204571669062296,2.5586277913258222e-09,0.0107026129426129,0
45,7,0.326171875,0.1345389851507384,2.808972458148282e-09,0.0076018559218559,0
46,4,0.2890625,0.2474438001744874,1.2605414357489103e-09,0.0058014163614163,0
47,6,0.246875,0.2286728225339097,1.4765820923687794e-09,0.0037009035409035,0
48,27,0.0510817307692307,0.077270895211354,3.2478795580458233e-09,0.0529129181929181,0
49,38,0.0529983108108108,0.0685155403752081,4.946293202795034e-09,0.0507123809523809,0
50,39,0.0501644736842105,0.0521815282216987,3.047810434715196e-09,0.0422103052503052,0
51,30,0.0666756465517241,0.1038318407130698,1.886058959525076e-09,0.0298072771672771,0
52,12,0.1672585227272727,0.1661946993908956,1.688309313390872e-09,0.0230056166056166,0
53,13,0.1002604166666666,0.1639720526145491,7.052970795484531e-09,0.0206050305250305,0
54,25,0.0797526041666666,0.1066491899478172,4.448337023521605e-09,0.0364088888888888,0
55,23,0.0834517045454545,0.1248309039952246,4.271439296187464e-09,0.0303073992673992,0
56,16,0.12578125,0.1061676304492491,2.147714447074852e-09,0.0389094993894993,0
57,31,0.065234375,0.1450481676797939,1.7104731789713472e-09,0.0244059584859584,0
58,19,0.1009114583333333,0.1289736382148836,1.8961209730440493e-09,0.023105641025641,0
59,27,0.07421875,0.0730471160269573,3.0772327415241782e-09,0.0288070329670329,0
60,15,0.0954241071428571,0.1121179715869593,3.713663957220791e-09,0.0303073992673992,0
61,4,0.3997395833333333,0.1561305967382666,6.589756480302783e-09,0.0197048107448107,0
62,2,0.28125,0.0,2.723376077227954e-09,0.003100757020757,0
63,3,0.603515625,0.294921875,7.666070183483759e-10,0.0032007814407814,0
64,6,0.29609375,0.2742109596471757,4.066806673222653e-09,0.0045010989010989,0
65,3,0.482421875,0.314453125,5.137279091863571e-09,0.0049011965811965,0
66,7,0.2311197916666666,0.1305999968802176,5.735101863312714e-09,0.0066016117216117,0
67,5,0.2275390625,0.2282462855827542,2.856955723028582e-09,0.0088021489621489,0
68,10,0.1736111111111111,0.2109062405392932,4.098358503904521e-09,0.0099024175824175,0
69,4,0.359375,0.053082857058957,5.234519895475996e-09,0.0117028571428571,0
70,8,0.2606026785714285,0.2268193806739152,3.689968856269222e-09,0.008101978021978,0
71,3,0.775390625,0.373046875,5.430162298866511e-09,0.0051012454212454,0
72,7,0.30859375,0.2720201360691582,2.6282141850823164e-09,0.0048011721611721,0
73,5,0.265625,0.1593204180432274,4.549804806010451e-09,0.0077018803418803,0
74,7,0.2447916666666666,0.1115088232604512,6.084877614753988e-09,0.0094022954822954,0
75,3,0.521484375,0.185546875,6.210280053527821e-09,0.0051012454212454,0
